City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Liezen,AT,2021-12-30 19:23:12,47.5667,14.2333,53.13,99,100,3.8
277,Torrington,US,2021-12-30 19:23:12,41.8007,-73.1212,46.08,96,52,2.62
278,Jining,CN,2021-12-30 19:23:12,35.405,116.5814,31.48,43,4,2.73
279,Ledyard,US,2021-12-30 19:23:13,41.4398,-72.0142,46.4,87,90,4.0
280,Strezhevoy,RU,2021-12-30 19:23:13,60.7333,77.5889,-11.02,100,75,5.75
281,Lumphat,KH,2021-12-30 19:23:13,13.4878,106.9816,70.63,69,96,8.39
282,Husavik,IS,2021-12-30 19:23:14,66.0449,-17.3389,21.11,88,63,9.04
283,Sundsvall,SE,2021-12-30 19:23:14,62.3913,17.3063,23.97,84,20,3.44
284,Vygonichi,RU,2021-12-30 19:23:15,53.0985,34.0673,19.51,100,92,6.71
285,Bontang,ID,2021-12-30 19:23:15,0.1333,117.5,77.36,87,100,7.99
286,Nishihara,JP,2021-12-30 19:23:15,26.1842,127.7558,60.08,55,20,17.27
287,Elban,RU,2021-12-30 19:23:16,50.1018,136.5094,-19.98,95,100,3.49
288,Faanui,PF,2021-12-30 19:23:16,-16.4833,-151.75,81.43,70,19,19.93
289,Antalaha,MG,2021-12-30 19:23:16,-14.9003,50.2788,76.44,89,100,7.23
290,Esmeraldas,BR,2021-12-30 19:23:17,-19.7625,-44.3139,71.91,98,100,3.15
291,Phillaur,IN,2021-12-30 19:23:17,31.0292,75.7842,48.33,60,99,2.55
292,Malakal,SS,2021-12-30 19:23:18,9.5334,31.6605,82.78,24,90,9.69
293,Shyryayeve,UA,2021-12-30 19:23:18,47.3805,30.1964,24.73,93,95,1.72
